 50.00 50.00 51.00 50.00 50.00 51.00 55.00 59.00 61.00 58.00  0.00 62.00 46.00 50.00 53.00 49.00 52.00 46.00 46.00 46.00 49.00 51.00 42.00 44.00 46.00 46.00 45.00 48.00 47.00 46.00 45.00 44.00 42.00 45.00 44.00 44.00 45.00 44.00 46.00 44.00 43.00 46.00 45.00 43.00 44.00 44.00 43.00 43.00 45.00 44.00 44.00 48.00 46.00 48.00 50.00 55.00 54.00 48.00 50.00 50.00 52.00 51.00 45.00 44.00 46.00 51.00 52.00 54.00 52.00 50.00 53.00 49.00 52.00 53.00 53.00 50.00 50.00 52.00 42.00 37.00 44.00 52.00 51.00 50.00  0.00  0.00
 52.00 55.00 56.00 55.00 50.00 51.00 57.00 58.00 61.00 60.00 62.00  0.00 50.00 50.00 54.00 55.00 55.00 49.00 52.00 51.00 49.00 49.00 44.00 46.00 47.00 49.00 47.00 46.00 48.00 47.00 49.00 48.00 47.00 49.00 48.00 46.00 51.00 48.00 50.00 49.00 50.00 50.00 50.00 47.00 44.00 47.00 46.00 46.00 48.00 48.00 46.00 50.00 48.00 52.00 57.00 56.00 58.00 53.00 51.00 55.00 58.00 56.00 48.00 51.00 50.00 56.00 58.00 60.00 55.00 55.00 56.00 52.00 56.00 60.00 58.00 55.00 58.00 57.00 41.00 40.00 48.00 51.00 56.00 58.00  0.00  0.00
 52.00 53.00 53.00 55.00 51.00 50.00 47.00 50.00 51.00 48.00 46.00 50.00  0.00 57.00 60.00 62.00 58.00 60.00 61.00 62.00 51.00 51.00 44.00 46.00 51.00 48.00 47.00 49.00 48.00 50.00 50.00 49.00 49.00 50.00 48.00 47.00 50.00 50.00 51.00 53.00 50.00 50.00 47.00 48.00 47.00 49.00 51.00 51.00 49.00 48.00 45.00 51.00 52.00 52.00 53.00 58.00 60.00 51.00 50.00 54.00 55.00 55.00 48.00 51.00 53.00 54.00 54.00 57.00 55.00 60.00 56.00 56.00 60.00 56.00 59.00 54.00 57.00 56.00 38.00 37.00 50.00 50.00 59.00 60.00  0.00  0.00
 56.00 56.00 60.00 57.00 53.00 54.00 48.00 50.00 52.00 50.00 50.00 50.00 57.00  0.00 65.00 60.00 61.00 55.00 57.00 59.00 48.00 48.00 42.00 44.00 48.00 47.00 45.00 47.00 45.00 44.00 49.00 47.00 48.00 47.00 47.00 47.00 52.00 45.00 48.00 50.00 47.00 49.00 46.00 46.00 44.00 47.00 47.00 46.00 50.00 48.00 46.00 50.00 47.00 51.00 54.00 57.00 57.00 50.00 50.00 53.00 56.00 55.00 49.00 52.00 52.00 55.00 52.00 57.00 56.00 56.00 56.00 53.00 60.00 56.00 57.00 54.00 55.00 56.00 36.00 36.00 50.00 51.00 59.00 57.00  0.00  0.00
 58.00 61.00 64.00 63.00 58.00 60.00 54.00 55.00 56.00 54.00 53.00 54.00 60.00 65.00  0.00 67.00 70.00 62.00 69.00 68.00 56.00 56.00 49.00 52.00 55.00 55.00 50.00 53.00 51.00 55.00 58.00 55.00 56.00 56.00 55.00 54.00 58.00 54.00 57.00 57.00 56.00 57.00 50.00 51.00 50.00 53.00 53.00 52.00 53.00 53.00 50.00 56.00 57.00 58.00 61.00 68.00 69.00 60.00 56.00 59.00 63.00 63.00 57.00 60.00 60.00 61.00 64.00 64.00 65.00 63.00 63.00 61.00 71.00 66.00 67.00 62.00 64.00 65.00 41.00 39.00 57.00 55.00 67.00 65.00  0.00  0.00
 60.00 64.00 64.00 64.00 62.00 59.00 51.00 53.00 53.00 53.00 49.00 55.00 62.00 60.00 67.00  0.00 77.00 63.00 66.00 65.00 56.00 56.00 50.00 54.00 55.00 54.00 53.00 53.00 53.00 55.00 57.00 55.00 56.00 55.00 55.00 55.00 57.00 54.00 57.00 59.00 57.00 56.00 54.00 52.00 51.00 54.00 53.00 53.00 54.00 56.00 51.00 57.00 56.00 58.00 61.00 64.00 66.00 61.00 59.00 64.00 66.00 66.00 60.00 59.00 60.00 64.00 64.00 66.00 67.00 69.00 64.00 63.00 66.00 67.00 70.00 63.00 66.00 66.00 41.00 38.00 57.00 54.00 67.00 70.00  0.00  0.00
 58.00 61.00 64.00 63.00 59.00 58.00 53.00 54.00 55.00 53.00 52.00 55.00 58.00 61.00 70.00 77.00  0.00 60.00 66.00 66.00 56.00 56.00 51.00 53.00 56.00 56.00 54.00 53.00 53.00 56.00 58.00 55.00 55.00 55.00 58.00 56.00 57.00 53.00 57.00 57.00 55.00 57.00 54.00 53.00 52.00 55.00 54.00 56.00 55.00 56.00 49.00 56.00 56.00 57.00 61.00 66.00 66.00 59.00 60.00 66.00 65.00 65.00 59.00 59.00 59.00 60.00 62.00 63.00 64.00 66.00 61.00 62.00 64.00 63.00 66.00 61.00 63.00 64.00 40.00 39.00 57.00 53.00 66.00 65.00  0.00  0.00
 52.00 59.00 56.00 57.00 59.00 56.00 51.00 47.00 49.00 49.00 46.00 49.00 60.00 55.00 62.00 63.00 60.00  0.00 68.00 64.00 52.00 54.00 47.00 49.00 51.00 51.00 48.00 47.00 48.00 51.00 52.00 52.00 53.00 53.00 53.00 52.00 53.00 53.00 54.00 54.00 53.00 53.00 50.00 49.00 49.00 51.00 51.00 49.00 50.00 47.00 46.00 54.00 56.00 57.00 57.00 60.00 60.00 55.00 54.00 56.00 59.00 59.00 54.00 55.00 55.00 57.00 56.00 59.00 59.00 60.00 57.00 61.00 58.00 60.00 62.00 61.00 62.00 59.00 39.00 36.00 54.00 49.00 62.00 63.00  0.00  0.00
 54.00 61.00 57.00 60.00 60.00 59.00 49.00 51.00 51.00 52.00 46.00 52.00 61.00 57.00 69.00 66.00 66.00 68.00  0.00 75.00 55.00 55.00 49.00 50.00 49.00 51.00 47.00 49.00 47.00 51.00 52.00 53.00 53.00 53.00 54.00 51.00 55.00 50.00 55.00 55.00 52.00 53.00 50.00 51.00 49.00 52.00 50.00 50.00 49.00 51.00 46.00 56.00 56.00 56.00 61.00 60.00 60.00 56.00 54.00 59.00 59.00 58.00 57.00 59.00 61.00 58.00 58.00 60.00 61.00 63.00 60.00 62.00 64.00 62.00 62.00 62.00 63.00 60.00 39.00 36.00 55.00 51.00 65.00 64.00  0.00  0.00
 57.00 61.00 60.00 61.00 61.00 59.00 50.00 52.00 48.00 51.00 46.00 51.00 62.00 59.00 68.00 65.00 66.00 64.00 75.00  0.00 55.00 57.00 47.00 50.00 52.00 53.00 52.00 52.00 50.00 52.00 54.00 53.00 53.00 54.00 53.00 53.00 54.00 51.00 55.00 56.00 53.00 54.00 50.00 52.00 50.00 52.00 52.00 53.00 52.00 52.00 49.00 61.00 56.00 60.00 60.00 61.00 62.00 59.00 54.00 60.00 62.00 60.00 56.00 59.00 59.00 60.00 63.00 62.00 63.00 65.00 61.00 59.00 63.00 61.00 63.00 62.00 61.00 61.00 39.00 35.00 56.00 53.00 63.00 66.00  0.00  0.00
 51.00 59.00 56.00 56.00 54.00 53.00 46.00 51.00 48.00 50.00 49.00 49.00 51.00 48.00 56.00 56.00 56.00 52.00 55.00 55.00  0.00 75.00 52.00 53.00 55.00 59.00 55.00 53.00 54.00 54.00 57.00 57.00 56.00 59.00 56.00 55.00 59.00 56.00 56.00 58.00 58.00 58.00 52.00 53.00 53.00 54.00 55.00 54.00 54.00 54.00 47.00 60.00 62.00 53.00 56.00 54.00 56.00 56.00 50.00 56.00 57.00 57.00 58.00 58.00 60.00 55.00 56.00 59.00 58.00 56.00 58.00 54.00 56.00 57.00 58.00 58.00 59.00 58.00 40.00 36.00 56.00 48.00 59.00 59.00  0.00  0.00
 53.00 58.00 58.00 59.00 55.00 56.00 48.00 48.00 48.00 51.00 51.00 49.00 51.00 48.00 56.00 56.00 56.00 54.00 55.00 57.00 75.00  0.00 52.00 54.00 55.00 55.00 55.00 55.00 55.00 56.00 58.00 59.00 58.00 59.00 58.00 57.00 60.00 57.00 56.00 58.00 57.00 58.00 55.00 56.00 55.00 57.00 57.00 57.00 56.00 54.00 43.00 61.00 62.00 52.00 55.00 56.00 56.00 58.00 54.00 56.00 57.00 55.00 59.00 58.00 60.00 56.00 56.00 57.00 58.00 57.00 58.00 56.00 57.00 58.00 58.00 56.00 59.00 57.00 43.00 38.00 58.00 49.00 58.00 60.00  0.00  0.00
 47.00 49.00 49.00 49.00 49.00 48.00 42.00 42.00 44.00 45.00 42.00 44.00 44.00 42.00 49.00 50.00 51.00 47.00 49.00 47.00 52.00 52.00  0.00 73.00 70.00 67.00 68.00 68.00 71.00 59.00 59.00 61.00 61.00 61.00 63.00 60.00 60.00 56.00 59.00 59.00 57.00 60.00 60.00 61.00 60.00 61.00 53.00 56.00 56.00 58.00 41.00 55.00 58.00 49.00 51.00 50.00 51.00 51.00 48.00 53.00 54.00 50.00 57.00 57.00 60.00 51.00 51.00 51.00 53.00 48.00 55.00 49.00 52.00 50.00 52.00 54.00 53.00 50.00 38.00 37.00 59.00 45.00 52.00 54.00  0.00  0.00
 51.00 54.00 54.00 54.00 51.00 51.00 42.00 44.00 46.00 48.00 44.00 46.00 46.00 44.00 52.00 54.00 53.00 49.00 50.00 50.00 53.00 54.00 73.00  0.00 71.00 75.00 77.00 73.00 75.00 63.00 63.00 61.00 62.00 61.00 61.00 62.00 59.00 57.00 59.00 60.00 59.00 59.00 62.00 64.00 64.00 65.00 58.00 58.00 59.00 60.00 43.00 57.00 58.00 51.00 52.00 54.00 54.00 53.00 51.00 56.00 56.00 55.00 60.00 58.00 61.00 55.00 56.00 54.00 56.00 53.00 59.00 52.00 55.00 55.00 56.00 56.00 57.00 54.00 40.00 38.00 60.00 48.00 53.00 57.00  0.00  0.00
 51.00 55.00 56.00 55.00 55.00 52.00 44.00 43.00 47.00 48.00 46.00 47.00 51.00 48.00 55.00 55.00 56.00 51.00 49.00 52.00 55.00 55.00 70.00 71.00  0.00 76.00 76.00 76.00 77.00 61.00 64.00 62.00 66.00 63.00 61.00 59.00 61.00 58.00 61.00 62.00 61.00 59.00 62.00 65.00 64.00 64.00 60.00 61.00 62.00 59.00 41.00 56.00 59.00 52.00 53.00 55.00 56.00 54.00 53.00 56.00 57.00 57.00 59.00 58.00 60.00 52.00 57.00 58.00 58.00 56.00 58.00 54.00 55.00 57.00 56.00 58.00 59.00 54.00 38.00 37.00 62.00 46.00 56.00 58.00  0.00  0.00
 51.00 56.00 55.00 55.00 54.00 52.00 45.00 47.00 47.00 49.00 46.00 49.00 48.00 47.00 55.00 54.00 56.00 51.00 51.00 53.00 59.00 55.00 67.00 75.00 76.00  0.00 74.00 78.00 76.00 66.00 65.00 64.00 65.00 64.00 62.00 63.00 61.00 60.00 61.00 64.00 61.00 61.00 63.00 65.00 66.00 66.00 60.00 62.00 61.00 61.00 45.00 59.00 57.00 54.00 55.00 54.00 54.00 53.00 54.00 57.00 58.00 57.00 59.00 60.00 61.00 53.00 58.00 57.00 57.00 57.00 60.00 53.00 55.00 55.00 55.00 56.00 58.00 54.00 38.00 37.00 64.00 46.00 56.00 58.00  0.00  0.00
 52.00 56.00 57.00 55.00 52.00 53.00 44.00 44.00 47.00 47.00 45.00 47.00 47.00 45.00 50.00 53.00 54.00 48.00 47.00 52.00 55.00 55.00 68.00 77.00 76.00 74.00  0.00 77.00 79.00 62.00 63.00 61.00 61.00 62.00 61.00 63.00 60.00 59.00 60.00 62.00 60.00 59.00 63.00 64.00 64.00 63.00 59.00 60.00 62.00 61.00 42.00 57.00 55.00 54.00 54.00 55.00 56.00 50.00 53.00 56.00 57.00 54.00 61.00 60.00 62.00 55.00 56.00 56.00 57.00 54.00 57.00 50.00 54.00 56.00 58.00 58.00 57.00 54.00 38.00 38.00 63.00 47.00 53.00 57.00  0.00  0.00
 49.00 54.00 54.00 55.00 51.00 53.00 41.00 46.00 47.00 47.00 48.00 46.00 49.00 47.00 53.00 53.00 53.00 47.00 49.00 52.00 53.00 55.00 68.00 73.00 76.00 78.00 77.00  0.00 80.00 65.00 61.00 59.00 62.00 61.00 61.00 60.00 58.00 58.00 59.00 62.00 57.00 60.00 63.00 62.00 64.00 63.00 60.00 61.00 59.00 59.00 43.00 59.00 58.00 53.00 54.00 56.00 56.00 51.00 53.00 56.00 56.00 56.00 61.00 59.00 62.00 53.00 59.00 56.00 57.00 57.00 58.00 53.00 56.00 56.00 57.00 54.00 56.00 53.00 41.00 39.00 61.00 48.00 52.00 57.00  0.00  0.00
 51.00 54.00 57.00 56.00 51.00 51.00 42.00 42.00 46.00 46.00 47.00 48.00 48.00 45.00 51.00 53.00 53.00 48.00 47.00 50.00 54.00 55.00 71.00 75.00 77.00 76.00 79.00 80.00  0.00 66.00 63.00 62.00 62.00 62.00 62.00 62.00 61.00 60.00 61.00 62.00 59.00 60.00 63.00 61.00 65.00 64.00 60.00 61.00 61.00 62.00 41.00 58.00 58.00 53.00 54.00 54.00 55.00 51.00 54.00 54.00 57.00 55.00 60.00 58.00 61.00 54.00 58.00 55.00 57.00 56.00 58.00 51.00 55.00 55.00 56.00 54.00 58.00 53.00 38.00 35.00 61.00 47.00 54.00 57.00  0.00  0.00
 52.00 55.00 56.00 58.00 53.00 52.00 45.00 46.00 48.00 48.00 46.00 47.00 50.00 44.00 55.00 55.00 56.00 51.00 51.00 52.00 54.00 56.00 59.00 63.00 61.00 66.00 62.00 65.00 66.00  0.00 67.00 64.00 65.00 67.00 68.00 68.00 67.00 62.00 64.00 65.00 62.00 65.00 65.00 66.00 67.00 66.00 61.00 68.00 70.00 68.00 43.00 61.00 58.00 55.00 55.00 55.00 55.00 54.00 53.00 58.00 60.00 58.00 63.00 63.00 66.00 52.00 58.00 58.00 54.00 55.00 58.00 57.00 57.00 57.00 59.00 60.00 63.00 57.00 40.00 38.00 66.00 46.00 57.00 59.00  0.00  0.00
 55.00 58.00 57.00 58.00 54.00 55.00 47.00 50.00 48.00 47.00 45.00 49.00 50.00 49.00 58.00 57.00 58.00 52.00 52.00 54.00 57.00 58.00 59.00 63.00 64.00 65.00 63.00 61.00 63.00 67.00  0.00 71.00 73.00 75.00 74.00 71.00 71.00 70.00 69.00 71.00 73.00 74.00 64.00 63.00 65.00 67.00 64.00 65.00 69.00 65.00 43.00 57.00 58.00 57.00 56.00 58.00 58.00 59.00 53.00 60.00 62.00 59.00 61.00 61.00 62.00 56.00 57.00 55.00 59.00 56.00 57.00 59.00 60.00 59.00 61.00 61.00 62.00 62.00 39.00 37.00 73.00 48.00 59.00 60.00  0.00  0.00
 52.00 54.00 55.00 56.00 54.00 52.00 46.00 48.00 47.00 50.00 44.00 48.00 49.00 47.00 55.00 55.00 55.00 52.00 53.00 53.00 57.00 59.00 61.00 61.00 62.00 64.00 61.00 59.00 62.00 64.00 71.00  0.00 76.00 76.00 75.00 70.00 71.00 71.00 77.00 75.00 73.00 77.00 62.00 59.00 58.00 61.00 60.00 63.00 62.00 60.00 44.00 60.00 58.00 55.00 58.00 58.00 58.00 59.00 57.00 58.00 65.00 62.00 61.00 62.00 64.00 53.00 58.00 55.00 58.00 54.00 55.00 57.00 59.00 58.00 61.00 60.00 62.00 61.00 41.00 37.00 75.00 47.00 60.00 59.00  0.00  0.00
 52.00 55.00 55.00 58.00 56.00 54.00 46.00 47.00 45.00 49.00 42.00 47.00 49.00 48.00 56.00 56.00 55.00 53.00 53.00 53.00 56.00 58.00 61.00 62.00 66.00 65.00 61.00 62.00 62.00 65.00 73.00 76.00  0.00 74.00 76.00 69.00 69.00 68.00 71.00 69.00 70.00 73.00 63.00 60.00 60.00 62.00 62.00 62.00 63.00 59.00 42.00 60.00 60.00 55.00 55.00 57.00 56.00 59.00 53.00 58.00 61.00 59.00 62.00 61.00 63.00 55.00 56.00 55.00 60.00 56.00 57.00 56.00 57.00 59.00 58.00 59.00 61.00 57.00 40.00 38.00 74.00 49.00 57.00 60.00  0.00  0.00
 52.00 56.00 56.00 58.00 54.00 53.00 45.00 50.00 47.00 49.00 45.00 49.00 50.00 47.00 56.00 55.00 55.00 53.00 53.00 54.00 59.00 59.00 61.00 61.00 63.00 64.00 62.00 61.00 62.00 67.00 75.00 76.00 74.00  0.00 79.00 71.00 71.00 71.00 72.00 73.00 76.00 77.00 62.00 62.00 61.00 64.00 60.00 65.00 63.00 60.00 44.00 60.00 59.00 54.00 56.00 59.00 59.00 60.00 52.00 60.00 65.00 60.00 63.00 63.00 64.00 55.00 59.00 55.00 59.00 58.00 59.00 58.00 60.00 58.00 61.00 60.00 63.00 62.00 40.00 36.00 74.00 48.00 60.00 62.00  0.00  0.00
 53.00 56.00 55.00 61.00 55.00 55.00 46.00 48.00 46.00 49.00 44.00 48.00 48.00 47.00 55.00 55.00 58.00 53.00 54.00 53.00 56.00 58.00 63.00 61.00 61.00 62.00 61.00 61.00 62.00 68.00 74.00 75.00 76.00 79.00  0.00 72.00 73.00 69.00 71.00 69.00 72.00 74.00 64.00 64.00 64.00 67.00 63.00 67.00 66.00 64.00 43.00 61.00 61.00 56.00 56.00 57.00 58.00 59.00 53.00 58.00 64.00 60.00 63.00 63.00 66.00 54.00 58.00 55.00 59.00 57.00 58.00 56.00 61.00 58.00 61.00 63.00 61.00 60.00 38.00 36.00 74.00 50.00 58.00 60.00  0.00  0.00
 53.00 57.00 55.00 58.00 54.00 52.00 45.00 49.00 47.00 47.00 44.00 46.00 47.00 47.00 54.00 55.00 56.00 52.00 51.00 53.00 55.00 57.00 60.00 62.00 59.00 63.00 63.00 60.00 62.00 68.00 71.00 70.00 69.00 71.00 72.00  0.00 70.00 67.00 71.00 70.00 69.00 71.00 65.00 64.00 63.00 64.00 59.00 63.00 64.00 63.00 44.00 60.00 56.00 53.00 58.00 56.00 56.00 57.00 53.00 59.00 61.00 58.00 60.00 61.00 64.00 55.00 58.00 55.00 59.00 56.00 57.00 56.00 57.00 59.00 59.00 62.00 64.00 59.00 40.00 39.00 74.00 45.00 59.00 58.00  0.00  0.00
 53.00 58.00 57.00 61.00 56.00 56.00 48.00 52.00 48.00 48.00 45.00 51.00 50.00 52.00 58.00 57.00 57.00 53.00 55.00 54.00 59.00 60.00 60.00 59.00 61.00 61.00 60.00 58.00 61.00 67.00 71.00 71.00 69.00 71.00 73.00 70.00  0.00 67.00 72.00 70.00 71.00 74.00 64.00 60.00 60.00 63.00 59.00 62.00 63.00 63.00 45.00 62.00 60.00 55.00 59.00 60.00 60.00 61.00 55.00 60.00 66.00 62.00 64.00 65.00 67.00 54.00 60.00 59.00 60.00 61.00 63.00 60.00 59.00 61.00 65.00 66.00 66.00 61.00 38.00 36.00 75.00 50.00 60.00 65.00  0.00  0.00
 51.00 55.00 55.00 55.00 53.00 52.00 45.00 45.00 46.00 48.00 44.00 48.00 50.00 45.00 54.00 54.00 53.00 53.00 50.00 51.00 56.00 57.00 56.00 57.00 58.00 60.00 59.00 58.00 60.00 62.00 70.00 71.00 68.00 71.00 69.00 67.00 67.00  0.00 76.00 74.00 70.00 72.00 58.00 58.00 58.00 60.00 59.00 60.00 62.00 57.00 46.00 59.00 58.00 53.00 57.00 57.00 58.00 59.00 54.00 57.00 62.00 58.00 61.00 62.00 63.00 55.00 58.00 56.00 57.00 56.00 58.00 58.00 60.00 58.00 61.00 62.00 63.00 59.00 39.00 37.00 74.00 47.00 57.00 59.00  0.00  0.00
 52.00 54.00 56.00 55.00 54.00 55.00 48.00 49.00 51.00 51.00 46.00 50.00 51.00 48.00 57.00 57.00 57.00 54.00 55.00 55.00 56.00 56.00 59.00 59.00 61.00 61.00 60.00 59.00 61.00 64.00 69.00 77.00 71.00 72.00 71.00 71.00 72.00 76.00  0.00 77.00 71.00 75.00 61.00 60.00 58.00 62.00 60.00 62.00 61.00 59.00 44.00 59.00 59.00 53.00 59.00 60.00 59.00 61.00 59.00 63.00 65.00 61.00 61.00 64.00 66.00 55.00 59.00 56.00 59.00 56.00 57.00 60.00 60.00 60.00 61.00 61.00 65.00 60.00 42.00 40.00 75.00 46.00 60.00 59.00  0.00  0.00
 53.00 56.00 55.00 57.00 54.00 53.00 46.00 50.00 50.00 50.00 44.00 49.00 53.00 50.00 57.00 59.00 57.00 54.00 55.00 56.00 58.00 58.00 59.00 60.00 62.00 64.00 62.00 62.00 62.00 65.00 71.00 75.00 69.00 73.00 69.00 70.00 70.00 74.00 77.00  0.00 69.00 71.00 62.00 61.00 60.00 63.00 60.00 64.00 63.00 60.00 45.00 62.00 61.00 53.00 58.00 57.00 59.00 62.00 55.00 59.00 66.00 59.00 61.00 63.00 64.00 55.00 59.00 58.00 57.00 60.00 57.00 60.00 61.00 59.00 61.00 62.00 62.00 60.00 40.00 36.00 78.00 49.00 60.00 58.00  0.00  0.00
